record_id,recorded_at,job_id,execution_id,user_id,workflow_id,pipeline_id,vm_name,stage_id,stage_number,tool_id,tool_name,input_size_bytes,input_size_mib,input_file_count,input_types,input_filenames,output_count,output_size_bytes,runtime_seconds,resource_profile,threads,cpu_limit_millis,memory_limit_mib,storage_limit_mib,cpu_core_seconds,allocated_cpu_core_seconds,measured_cpu_core_seconds,estimated_flops,measured_flops,flops_is_estimated,flops_per_core_second,flops_source,flops_accuracy_note,data_size_gb,read_count_millions,sample_count,selected_tools,input_formats,pod_cpu_cores,pod_memory_gb,pod_ephemeral_storage_gb,requested_threads,cloud_provider,instance_family
4:4:step-1,2026-04-28T23:16:58Z,4,4,2,4,,vm1,step-1,1,FASTQC,FastQC,556974573,531.172345,1,fastq,eren_1765934122_ecoli_f.fastq,3,985607,63.990662,adaptive,2,1000,2048,1556,20.428105,63.990662,20.428105,1634248400000.0,,true,80000000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz, 2.50 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",0.518722993,,1,FASTQC,fastq,1.0,2.0,1.519531,2,local-kubernetes,vm1
5:5:step-1,2026-04-28T23:27:53Z,5,5,2,5,,vm1,step-1,1,FASTQC,FastQC,1114004424,1062.397408,2,fastq,eren_1765934196_ecoli_r.fastq;eren_1765934122_ecoli_f.fastq,5,1995568,70.047831,adaptive,5,5000,9216,2087,42.854625,350.239155,42.854625,3428370000000.0,,true,80000000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz, 2.50 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.037497468,,2,FASTQC,fastq,5.0,9.0,2.038086,5,local-kubernetes,vm1
6:6:step-1,2026-04-28T23:42:02Z,6,6,2,6,,vm1,step-1,1,FASTQC,FastQC,1307625025,1247.048402,4,fasta;fastq,SRR24940081.fasta.gz;eren_1765934250_ecoli.fasta;eren_1765934196_ecoli_r.fastq;eren_1765934122_ecoli_f.fastq,5,1995568,80.818969,adaptive,5,5000,9216,2272,43.763211,404.094845,43.763211,3501056880000.0,,true,80000000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz, 2.50 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.217820705,,4,FASTQC,"fasta,fastq",5.0,9.0,2.21875,5,local-kubernetes,vm1
6:6:step-2,2026-04-28T23:44:14Z,6,6,2,6,,vm1,step-2,2,GENOMESCOPE2,GenomeScope2,1307625025,1247.048402,4,fasta;fastq,SRR24940081.fasta.gz;eren_1765934250_ecoli.fasta;eren_1765934196_ecoli_r.fastq;eren_1765934122_ecoli_f.fastq,10,279757449,131.85139,adaptive,4,4000,15360,3296,138.780581,527.40556,138.780581,11102446480000.0,,true,80000000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz, 2.50 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.217820705,,4,GENOMESCOPE2,"fasta,fastq",4.0,15.0,3.21875,4,local-kubernetes,vm1
6:6:step-3,2026-04-29T00:08:52Z,6,6,2,6,,vm1,step-3,3,SPADES,SPAdes,1307625025,1247.048402,4,fasta;fastq,SRR24940081.fasta.gz;eren_1765934250_ecoli.fasta;eren_1765934196_ecoli_r.fastq;eren_1765934122_ecoli_f.fastq,132,429582870,1478.377373,full,6,6000,19968,8288,6707.142735,8870.264238,6707.142735,536571418800000.0,,true,80000000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz, 2.50 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.217820705,,4,SPADES,"fasta,fastq",6.0,19.5,8.09375,6,local-kubernetes,vm1
6:6:step-4,2026-04-29T00:14:48Z,6,6,2,6,,vm1,step-4,4,QUAST,QUAST,1737207895,1656.730552,136,fasta;fastg;fastq;gfa;info;lib_data;log;paths;text;txt;yaml,SRR24940081.fasta.gz;eren_1765934250_ecoli.fasta;eren_1765934196_ecoli_r.fastq;eren_1765934122_ecoli_f.fastq;spades__dataset.info;spades__scaffolds.fasta;spades__contigs.paths;spades__input_dataset.yaml;spades__assembly_graph_with_scaffolds.gfa;spades__assembly_graph.fastg;spades__spades.log;spades__params.txt;spades__contigs.fasta;spades__before_rr.fasta;spades__scaffolds.paths;spades__k77__simplified_contigs.fasta;spades__k77__final.lib_data;spades__k77__configs__construction.info;spades__k77__configs__plasmid_mode.info;spades__k77__configs__detail_info_printer.info;spades__k77__configs__toy.info;spades__k77__configs__simplification.info;spades__k77__configs__config.info;spades__k77__configs__meta_mode.info;spades__k77__configs__distance_estimation.info;spades__k77__configs__careful_mode.info;spades__k77__configs__large_genome_mode.info;spades__k77__configs__moleculo_mode.info;spades__k77__configs__careful_mda_mode.info;spades__k77__configs__rna_mode.info;spades__k77__configs__tsa.info;spades__k77__configs__mda_mode.info;spades__k77__configs__pe_params.info;spades__corrected__read01.00.0_0.cor.fastq.gz;spades__corrected__corrected.yaml;spades__corrected__eren_17659341_unpaired.00.0_0.cor.fastq.gz;spades__corrected__read02.00.0_0.cor.fastq.gz;spades__corrected__configs__config.info;spades__k99__simplified_contigs.fasta;spades__k99__final.lib_data;spades__k99__configs__construction.info;spades__k99__configs__plasmid_mode.info;spades__k99__configs__detail_info_printer.info;spades__k99__configs__toy.info;spades__k99__configs__simplification.info;spades__k99__configs__config.info;spades__k99__configs__meta_mode.info;spades__k99__configs__distance_estimation.info;spades__k99__configs__careful_mode.info;spades__k99__configs__large_genome_mode.info;spades__k99__configs__moleculo_mode.info;spades__k99__configs__careful_mda_mode.info;spades__k99__configs__rna_mode.info;spades__k99__configs__tsa.info;spades__k99__configs__mda_mode.info;spades__k99__configs__pe_params.info;spades__k33__simplified_contigs.fasta;spades__k33__final.lib_data;spades__k33__configs__construction.info;spades__k33__configs__plasmid_mode.info;spades__k33__configs__detail_info_printer.info;spades__k33__configs__toy.info;spades__k33__configs__simplification.info;spades__k33__configs__config.info;spades__k33__configs__meta_mode.info;spades__k33__configs__distance_estimation.info;spades__k33__configs__careful_mode.info;spades__k33__configs__large_genome_mode.info;spades__k33__configs__moleculo_mode.info;spades__k33__configs__careful_mda_mode.info;spades__k33__configs__rna_mode.info;spades__k33__configs__tsa.info;spades__k33__configs__mda_mode.info;spades__k33__configs__pe_params.info;spades__k55__simplified_contigs.fasta;spades__k55__final.lib_data;spades__k55__configs__construction.info;spades__k55__configs__plasmid_mode.info;spades__k55__configs__detail_info_printer.info;spades__k55__configs__toy.info;spades__k55__configs__simplification.info;spades__k55__configs__config.info;spades__k55__configs__meta_mode.info;spades__k55__configs__distance_estimation.info;spades__k55__configs__careful_mode.info;spades__k55__configs__large_genome_mode.info;spades__k55__configs__moleculo_mode.info;spades__k55__configs__careful_mda_mode.info;spades__k55__configs__rna_mode.info;spades__k55__configs__tsa.info;spades__k55__configs__mda_mode.info;spades__k55__configs__pe_params.info;spades__k21__simplified_contigs.fasta;spades__k21__final.lib_data;spades__k21__configs__construction.info;spades__k21__configs__plasmid_mode.info;spades__k21__configs__detail_info_printer.info;spades__k21__configs__toy.info;spades__k21__configs__simplification.info;spades__k21__configs__config.info;spades__k21__configs__meta_mode.info;spades__k21__configs__distance_estimation.info;spades__k21__configs__careful_mode.info;spades__k21__configs__large_genome_mode.info;spades__k21__configs__moleculo_mode.info;spades__k21__configs__careful_mda_mode.info;spades__k21__configs__rna_mode.info;spades__k21__configs__tsa.info;spades__k21__configs__mda_mode.info;spades__k21__configs__pe_params.info;spades__misc__broken_scaffolds.fasta;spades__k127__final_contigs.fasta;spades__k127__scaffolds.fasta;spades__k127__final_contigs.paths;spades__k127__assembly_graph_with_scaffolds.gfa;spades__k127__assembly_graph.fastg;spades__k127__final.lib_data;spades__k127__before_rr.fasta;spades__k127__scaffolds.paths;spades__k127__configs__construction.info;spades__k127__configs__plasmid_mode.info;spades__k127__configs__detail_info_printer.info;spades__k127__configs__toy.info;spades__k127__configs__simplification.info;spades__k127__configs__config.info;spades__k127__configs__meta_mode.info;spades__k127__configs__distance_estimation.info;spades__k127__configs__careful_mode.info;spades__k127__configs__large_genome_mode.info;spades__k127__configs__moleculo_mode.info;spades__k127__configs__careful_mda_mode.info;spades__k127__configs__rna_mode.info;spades__k127__configs__tsa.info;spades__k127__configs__mda_mode.info;spades__k127__configs__pe_params.info;stage_03_spades__tool.txt,12,1468756,355.888835,adaptive,5,5000,14336,4338,1.587687,1779.444175,1.587687,127014960000.0,,true,80000000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz, 2.50 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.617900929,,136,QUAST,"fasta,fastg,fastq,gfa,info,lib_data,log,paths,text,txt,yaml",5.0,14.0,4.236328,5,local-kubernetes,vm1
7:7:step-1,2026-04-29T11:04:59Z,7,7,2,7,,vm1,step-1,1,FASTQC,FastQC,277304169,264.457864,1,fastq;fastq.gz,ERR16965057.fastq.gz,3,917124,214.597329,adaptive,5,5000,9216,1289,200.793323,1072.986645,200.793323,16063465839999.998,,true,80000000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz, 2.50 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",0.258259633,,1,FASTQC,"fastq,fastq.gz",5.0,9.0,1.258789,5,local-kubernetes,vm1
8:8:step-1,2026-04-29T19:10:39Z,8,8,2,8,,vm1,step-1,1,FASTQC,FastQC,834334020,795.682926,2,fastq;fastq.gz,ERR16965057.fastq.gz;eren_1765934196_ecoli_r.fastq,5,1927086,251.515554,adaptive,5,5000,9216,1820,228.514606,1257.57777,228.514606,18281168480000.0,,true,80000000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz, 2.50 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",0.777034108,,2,FASTQC,"fastq,fastq.gz",5.0,9.0,1.777344,5,local-kubernetes,vm1
9:9:step-1,2026-04-30T17:27:57Z,9,9,2,9,,vm1,step-1,1,FASTQC,FastQC,556974573,531.172345,1,fastq,eren_1765934122_ecoli_f.fastq,3,985606,62.970748,adaptive,3,3000,3072,1556,188.912244,188.912244,,7858749350399.999,,true,41600000000.0,machine_specs_machine+config_and_cpu_limit_wall_time,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz, 2.60 GHz base, AVX2, FMA, SSE). It is not hardware-counter-measured FLOPs. Allocated CPU limit and wall time were used because measured container CPU seconds were unavailable.",0.518722993,,1,FASTQC,fastq,3.0,3.0,1.519531,3,local-kubernetes,vm1
10:10:step-1,2026-04-30T20:17:39Z,10,10,2,10,,vm1,step-1,1,FASTQC,FastQC,556974573,531.172345,1,fastq,eren_1765934122_ecoli_f.fastq,3,985606,51.788245,adaptive,3,3000,3072,1556,155.364735,155.364735,,6463172976000.0,,true,41600000000.0,machine_specs_machine+config_and_cpu_limit_wall_time,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz, 2.60 GHz base, AVX2, FMA, SSE). It is not hardware-counter-measured FLOPs. Allocated CPU limit and wall time were used because measured container CPU seconds were unavailable.",0.518722993,,1,FASTQC,fastq,3.0,3.0,1.519531,3,local-kubernetes,vm1
24:24:step-1,2026-05-01T03:41:32Z,24,24,2,24,,vm1,step-1,1,FASTQC,FastQC,85444045227,81485.791423,5,fa.gz;fasta;fastq;fastq.gz,chm13v2.0_noY.fa.gz;SRR11292120.fastq.gz;SRR11292121.fastq.gz;SRR11292123.fastq.gz;SRR11292122.fastq.gz,9,4230122,9546.884638,adaptive,5,5000,9216,82510,24691.622699,47734.42319,24691.622699,1975329815920000.0,,true,80000000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz, 2.50 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",79.575968186,,5,FASTQC,"fa.gz,fasta,fastq,fastq.gz",5.0,9.0,80.576172,5,local-kubernetes,vm1
27:27:step-1,2026-05-01T13:25:10Z,27,27,2,27,,vm1,step-1,1,MERYL,Meryl,1118712459,1066.88734,3,fasta;fastq,1765934250_ecoli.fasta;1765934196_ecoli_r.fastq;1765934122_ecoli_f.fastq,131,258370782,87.843273,adaptive,9,9000,62720,3670,99.720088,790.589457,99.720088,8296711321600.0,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.041882168,,3,MERYL,"fasta,fastq",9.0,61.25,3.583984,9,local-kubernetes,vm1
28:28:step-1,2026-05-01T13:47:44Z,28,28,2,28,,vm1,step-1,1,MERYL,Meryl,1118712459,1066.88734,3,fasta;fastq,1765934250_ecoli.fasta;1765934122_ecoli_f.fastq;1765934196_ecoli_r.fastq,2,80582208,68.383376,adaptive,9,9000,62720,3670,99.719788,615.450384,99.719788,8296686361599.999,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.041882168,,3,MERYL,"fasta,fastq",9.0,61.25,3.583984,9,local-kubernetes,vm1
29:29:step-1,2026-05-01T13:57:14Z,29,29,2,29,,vm1,step-1,1,MERYL,Meryl,1118712459,1066.88734,3,fasta;fastq,1765934250_ecoli.fasta;1765934196_ecoli_r.fastq;1765934122_ecoli_f.fastq,2,80582207,78.677208,adaptive,9,9000,62720,3670,99.315286,708.094872,99.315286,8263031795200.0,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.041882168,,3,MERYL,"fasta,fastq",9.0,61.25,3.583984,9,local-kubernetes,vm1
30:30:step-1,2026-05-01T14:07:23Z,30,30,2,30,,vm1,step-1,1,MERYL,Meryl,1118712459,1066.88734,3,fasta;fastq,1765934250_ecoli.fasta;1765934122_ecoli_f.fastq;1765934196_ecoli_r.fastq,2,80582430,78.522725,adaptive,9,9000,62720,3670,99.981762,706.704525,99.981762,8318482598400.0,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.041882168,,3,MERYL,"fasta,fastq",9.0,61.25,3.583984,9,local-kubernetes,vm1
32:32:step-1,2026-05-01T14:20:33Z,32,32,2,32,,vm1,step-1,1,MERYL,Meryl,1118712459,1066.88734,3,fasta;fastq,1765934250_ecoli.fasta;1765934196_ecoli_r.fastq;1765934122_ecoli_f.fastq,2,80582377,68.42037,adaptive,9,9000,62720,3670,99.915776,615.78333,99.915776,8312992563199.999,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.041882168,,3,MERYL,"fasta,fastq",9.0,61.25,3.583984,9,local-kubernetes,vm1
33:33:step-1,2026-05-01T14:37:08Z,33,33,2,33,,vm1,step-1,1,MERYL,Meryl,1118712459,1066.88734,3,fasta;fastq,1765934250_ecoli.fasta;1765934122_ecoli_f.fastq;1765934196_ecoli_r.fastq,2,80582295,68.482435,adaptive,9,9000,62720,3670,99.830111,616.341915,99.830111,8305865235200.0,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.041882168,,3,MERYL,"fasta,fastq",9.0,61.25,3.583984,9,local-kubernetes,vm1
33:33:step-2,2026-05-01T14:38:56Z,33,33,2,33,,vm1,step-2,2,MERQURY,Merqury,1199294754,1143.736605,5,fasta;fastq;meryl;text;txt,1765934250_ecoli.fasta;1765934122_ecoli_f.fastq;1765934196_ecoli_r.fastq;meryl__reads.meryl.tar.gz;stage_01_meryl__tool.txt,149,57212285,107.258541,adaptive,9,9000,86272,4336,42.872645,965.326869,42.872645,3567004064000.0,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.116930278,,5,MERQURY,"fasta,fastq,meryl,text,txt",9.0,84.25,4.234375,9,local-kubernetes,vm1
34:34:step-1,2026-05-01T15:18:22Z,34,34,2,34,,vm1,step-1,1,FASTQC,FastQC,85444045227,81485.791423,5,fa.gz;fasta;fastq;fastq.gz,chm13v2.0_noY.fa.gz;SRR11292122.fastq.gz;SRR11292123.fastq.gz;SRR11292121.fastq.gz;SRR11292120.fastq.gz,9,4230126,2252.366405,adaptive,10,10000,45056,82510,5128.394322,22523.66405,5128.394322,426682407590400.0,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",79.575968186,,5,FASTQC,"fa.gz,fasta,fastq,fastq.gz",10.0,44.0,80.576172,10,local-kubernetes,vm1
41:41:step-1,2026-05-01T21:57:38Z,41,41,2,41,,vm1,step-1,1,GENOMESCOPE2,GenomeScope2,85444045227,81485.791423,5,fa.gz;fasta;fastq;fastq.gz,chm13v2.0_noY.fa.gz;SRR11292120.fastq.gz;SRR11292121.fastq.gz;SRR11292123.fastq.gz;SRR11292122.fastq.gz,9,851885,6069.219448,adaptive,6,6000,90112,204800,29938.995196,36415.316688,29938.995196,2490924400307200.0,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",79.575968186,,5,GENOMESCOPE2,"fa.gz,fasta,fastq,fastq.gz",6.0,88.0,200.0,6,local-kubernetes,vm1
66:66:step-1,2026-05-03T10:37:02Z,66,66,2,66,,vm1,step-1,1,METASPADES,metaSPAdes,1048575630,999.999647,2,fastq,synthetic_meta_R2.fastq;synthetic_meta_R1.fastq,80,557309233,517.86453,full,6,6000,90624,204800,2412.820539,3107.18718,2412.820539,200746668844800.0,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",0.976562155,,2,METASPADES,fastq,6.0,88.5,200.0,6,local-kubernetes,vm1
67:67:step-1,2026-05-03T10:47:32Z,67,67,2,67,,vm1,step-1,1,FASTQC,FastQC,1121171815,1069.232764,4,annotation;fasta;fastq;gff,CF_000005845.2_ASM584v2_genomic(ecoli).gff;GCF_000005845.2_ASM584v2_genomic(ecoli).fna;1765934196_ecoli_r.fastq;1765934122_ecoli_f.fastq,5,1994696,41.847344,adaptive,6,6000,65536,102400,22.836709,251.084064,22.836709,1900014188800.0,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.044172621,,4,FASTQC,"annotation,fasta,fastq,gff",6.0,64.0,100.0,6,local-kubernetes,vm1
67:67:step-2,2026-05-03T10:58:41Z,67,67,2,67,,vm1,step-2,2,SPADES,SPAdes,1121171815,1069.232764,4,annotation;fasta;fastq;gff,CF_000005845.2_ASM584v2_genomic(ecoli).gff;GCF_000005845.2_ASM584v2_genomic(ecoli).fna;1765934196_ecoli_r.fastq;1765934122_ecoli_f.fastq,132,429582623,669.47356,full,6,6000,90624,204800,2800.013823,4016.84136,2800.013823,232961150073599.97,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.044172621,,4,SPADES,"annotation,fasta,fastq,gff",6.0,88.5,200.0,6,local-kubernetes,vm1
67:67:step-3,2026-05-03T11:01:47Z,67,67,2,67,,vm1,step-3,3,LIFTOFF,Liftoff,1550754438,1478.914679,136,annotation;fasta;fastg;fastq;gfa;gff;info;lib_data;log;paths;text;txt;yaml,CF_000005845.2_ASM584v2_genomic(ecoli).gff;GCF_000005845.2_ASM584v2_genomic(ecoli).fna;1765934196_ecoli_r.fastq;1765934122_ecoli_f.fastq;spades__dataset.info;spades__scaffolds.fasta;spades__contigs.paths;spades__input_dataset.yaml;spades__assembly_graph_with_scaffolds.gfa;spades__assembly_graph.fastg;spades__spades.log;spades__params.txt;spades__contigs.fasta;spades__before_rr.fasta;spades__scaffolds.paths;spades__k77__simplified_contigs.fasta;spades__k77__final.lib_data;spades__k77__configs__construction.info;spades__k77__configs__plasmid_mode.info;spades__k77__configs__detail_info_printer.info;spades__k77__configs__toy.info;spades__k77__configs__simplification.info;spades__k77__configs__config.info;spades__k77__configs__meta_mode.info;spades__k77__configs__distance_estimation.info;spades__k77__configs__careful_mode.info;spades__k77__configs__large_genome_mode.info;spades__k77__configs__moleculo_mode.info;spades__k77__configs__careful_mda_mode.info;spades__k77__configs__rna_mode.info;spades__k77__configs__tsa.info;spades__k77__configs__mda_mode.info;spades__k77__configs__pe_params.info;spades__corrected__corrected.yaml;spades__corrected__read01.00.0_0.cor.fastq.gz;spades__corrected__17659341_unpaired.00.0_0.cor.fastq.gz;spades__corrected__read02.00.0_0.cor.fastq.gz;spades__corrected__configs__config.info;spades__k99__simplified_contigs.fasta;spades__k99__final.lib_data;spades__k99__configs__construction.info;spades__k99__configs__plasmid_mode.info;spades__k99__configs__detail_info_printer.info;spades__k99__configs__toy.info;spades__k99__configs__simplification.info;spades__k99__configs__config.info;spades__k99__configs__meta_mode.info;spades__k99__configs__distance_estimation.info;spades__k99__configs__careful_mode.info;spades__k99__configs__large_genome_mode.info;spades__k99__configs__moleculo_mode.info;spades__k99__configs__careful_mda_mode.info;spades__k99__configs__rna_mode.info;spades__k99__configs__tsa.info;spades__k99__configs__mda_mode.info;spades__k99__configs__pe_params.info;spades__k33__simplified_contigs.fasta;spades__k33__final.lib_data;spades__k33__configs__construction.info;spades__k33__configs__plasmid_mode.info;spades__k33__configs__detail_info_printer.info;spades__k33__configs__toy.info;spades__k33__configs__simplification.info;spades__k33__configs__config.info;spades__k33__configs__meta_mode.info;spades__k33__configs__distance_estimation.info;spades__k33__configs__careful_mode.info;spades__k33__configs__large_genome_mode.info;spades__k33__configs__moleculo_mode.info;spades__k33__configs__careful_mda_mode.info;spades__k33__configs__rna_mode.info;spades__k33__configs__tsa.info;spades__k33__configs__mda_mode.info;spades__k33__configs__pe_params.info;spades__k55__simplified_contigs.fasta;spades__k55__final.lib_data;spades__k55__configs__construction.info;spades__k55__configs__plasmid_mode.info;spades__k55__configs__detail_info_printer.info;spades__k55__configs__toy.info;spades__k55__configs__simplification.info;spades__k55__configs__config.info;spades__k55__configs__meta_mode.info;spades__k55__configs__distance_estimation.info;spades__k55__configs__careful_mode.info;spades__k55__configs__large_genome_mode.info;spades__k55__configs__moleculo_mode.info;spades__k55__configs__careful_mda_mode.info;spades__k55__configs__rna_mode.info;spades__k55__configs__tsa.info;spades__k55__configs__mda_mode.info;spades__k55__configs__pe_params.info;spades__k21__simplified_contigs.fasta;spades__k21__final.lib_data;spades__k21__configs__construction.info;spades__k21__configs__plasmid_mode.info;spades__k21__configs__detail_info_printer.info;spades__k21__configs__toy.info;spades__k21__configs__simplification.info;spades__k21__configs__config.info;spades__k21__configs__meta_mode.info;spades__k21__configs__distance_estimation.info;spades__k21__configs__careful_mode.info;spades__k21__configs__large_genome_mode.info;spades__k21__configs__moleculo_mode.info;spades__k21__configs__careful_mda_mode.info;spades__k21__configs__rna_mode.info;spades__k21__configs__tsa.info;spades__k21__configs__mda_mode.info;spades__k21__configs__pe_params.info;spades__misc__broken_scaffolds.fasta;spades__k127__final_contigs.fasta;spades__k127__scaffolds.fasta;spades__k127__final_contigs.paths;spades__k127__assembly_graph_with_scaffolds.gfa;spades__k127__assembly_graph.fastg;spades__k127__final.lib_data;spades__k127__before_rr.fasta;spades__k127__scaffolds.paths;spades__k127__configs__construction.info;spades__k127__configs__plasmid_mode.info;spades__k127__configs__detail_info_printer.info;spades__k127__configs__toy.info;spades__k127__configs__simplification.info;spades__k127__configs__config.info;spades__k127__configs__meta_mode.info;spades__k127__configs__distance_estimation.info;spades__k127__configs__careful_mode.info;spades__k127__configs__large_genome_mode.info;spades__k127__configs__moleculo_mode.info;spades__k127__configs__careful_mda_mode.info;spades__k127__configs__rna_mode.info;spades__k127__configs__tsa.info;spades__k127__configs__mda_mode.info;spades__k127__configs__pe_params.info;stage_02_spades__tool.txt,4,3033749,185.748639,adaptive,6,6000,65792,102400,4.622801,1114.491834,4.622801,384617043200.0,,true,83200000000.0,machine_specs_machine+config_and_measured_cgroup_cpu_seconds,"Estimated from measured container CPU seconds and machine-derived FP64 peak per-core throughput (Intel(R) Xeon(R) Platinum 8488C, 2.60 GHz base, AVX512, FMA, SSE). It is not hardware-counter-measured FLOPs.",1.444252616,,136,LIFTOFF,"annotation,fasta,fastg,fastq,gfa,gff,info,lib_data,log,paths,text,txt,yaml",6.0,64.25,100.0,6,local-kubernetes,vm1
